"chrom"	"start"	"end"	"MDS1"	"MDS2"
"Chr2L"	5153	251346	0.0284892779398656	-0.148021882096045
"Chr2L"	251348	420938	-0.0664143806321458	-0.145294127763187
"Chr2L"	420953	529176	0.00385392816014183	-0.117399787574762
"Chr2L"	529195	618213	0.0285963042430232	-0.0505377147916586
"Chr2L"	618218	710374	0.00487180719311531	-0.0899221584337832
"Chr2L"	710397	787164	0.152031734108894	-0.0300263250932517
"Chr2L"	787178	860579	0.0591857133837419	-0.00817485177051635
"Chr2L"	860580	929960	0.151543083350769	-0.0296671102464685
"Chr2L"	929966	995434	0.0653837468914216	-0.12322136239043
"Chr2L"	995436	1064633	0.112904711897181	-0.109405418135731
"Chr2L"	1064645	1134083	0.129655649161856	-0.0547305467484818
"Chr2L"	1134084	1207396	0.0863155050371576	-0.0929705851045325
"Chr2L"	1207401	1269772	0.00608246676075662	-0.0632842770287904
"Chr2L"	1269773	1321968	0.0088105130958783	-0.082412509820342
"Chr2L"	1321969	1379055	0.0107030954938596	-0.126841987822678
"Chr2L"	1379060	1440791	0.11399591429225	-0.127073871204055
"Chr2L"	1440803	1501946	-0.0213085369290699	-0.123264215293141
"Chr2L"	1501951	1570547	-0.153866999164682	-0.166993433231882
"Chr2L"	1570552	1634334	0.0541021468949327	-0.108576598603554
"Chr2L"	1634335	1705217	0.15689583576456	-0.0449994099999169
"Chr2L"	1705218	1768136	0.0442598209658501	-0.0453554378834376
"Chr2L"	1768139	1833365	-0.130048156145854	-0.146751711254632
"Chr2L"	1833370	1901532	-0.00910240175772074	-0.084233411295478
"Chr2L"	1901533	1963275	0.193577995677344	-0.0839117666020464
"Chr2L"	1963287	2025677	-0.00769639634739159	-0.124285654831238
"Chr2L"	2025687	2094982	0.0042255991393533	-0.147654354210896
"Chr2L"	2095002	2186088	0.108471938782659	-0.158503584983296
"Chr2L"	2186094	2261459	0.0137292336444267	-0.107457033288221
"Chr2L"	2261469	2324527	0.150687022255351	-0.0872125598603227
"Chr2L"	2324528	2391370	0.128853745347758	-0.133934702081151
"Chr2L"	2391375	2460791	0.190653017169291	-0.133976745047598
"Chr2L"	2460792	2525869	0.142757754923687	-0.145487962484479
"Chr2L"	2525871	2592864	0.0851356904104958	-0.134504180336245
"Chr2L"	2592872	2650922	0.159010984182452	-0.157227799633362
"Chr2L"	2650938	2711583	0.119664127893369	-0.0961535571277495
"Chr2L"	2711587	2789712	0.123888880432259	-0.0883635199510651
"Chr2L"	2789718	2852281	0.132231638656443	-0.203194247894581
"Chr2L"	2852286	2920247	0.0910599204463396	-0.22062906663518
"Chr2L"	2920248	3007461	0.119075744887242	-0.211816364915641
"Chr2L"	3007468	3096963	0.234480297222987	-0.159350525234888
"Chr2L"	3096966	3153185	0.316302727275206	-0.161786331054903
"Chr2L"	3153189	3221460	0.143454156499519	-0.175847051665357
"Chr2L"	3221461	3281840	0.114529840956449	-0.171706913654421
"Chr2L"	3281842	3347466	-0.108976102227506	-0.172221879318239
"Chr2L"	3347475	3403403	0.191375452427105	-0.138234871623535
"Chr2L"	3403406	3456542	0.286252290493469	-0.112185475645058
"Chr2L"	3456545	3523583	0.159438792226662	-0.116083693403154
"Chr2L"	3523586	3587103	0.191320507539409	-0.108541854905382
"Chr2L"	3587114	3648133	0.229551913922998	-0.0734442485375608
"Chr2L"	3648136	3717884	0.0669659255548016	-0.0787833424550414
"Chr2L"	3717885	3785646	0.241019555400681	-0.030844305927701
"Chr2L"	3785648	3847233	0.325959769894887	-0.0547683765238736
"Chr2L"	3847236	3903579	0.216348023571232	-0.162645585818416
"Chr2L"	3903586	3960717	0.255459261845745	-0.110253449697811
"Chr2L"	3960719	4016551	0.252342216517423	-0.0952245626808174
"Chr2L"	4016571	4075092	0.167942554735992	-0.0602761389675468
"Chr2L"	4075114	4132142	0.139398475240041	-0.0886838473499803
"Chr2L"	4132154	4194308	0.136093007676344	-0.119729138213758
"Chr2L"	4194315	4256947	0.157961973189485	-0.116379502084897
"Chr2L"	4256971	4324807	0.134077906503937	-0.0901118630957587
"Chr2L"	4324808	4388920	0.194413998346494	-0.0335690916898594
"Chr2L"	4388928	4457557	0.232518436372235	0.0252655623721841
"Chr2L"	4457564	4556563	0.189191144332559	-0.104797039328152
"Chr2L"	4556572	4641777	0.176540898395656	-0.152913920842224
"Chr2L"	4641789	4709742	0.157428453577117	-0.141298053699446
"Chr2L"	4709748	4767418	0.15697488721723	-0.0944610999785149
"Chr2L"	4767441	4825448	0.173849482803079	-0.0544167488802225
"Chr2L"	4825452	4893834	0.238860894773353	-0.0435062986342511
"Chr2L"	4893838	4966015	0.120881553010078	-0.0144194937529023
"Chr2L"	4966021	5060514	0.0790441451361824	-0.0569437120676007
"Chr2L"	5060534	5121485	0.15917052481485	-0.0346343399259228
"Chr2L"	5121495	5199208	0.132957526669249	-0.0509703379708574
"Chr2L"	5199211	5264376	0.0836448821760713	-0.0625129073238674
"Chr2L"	5264381	5336482	0.122555936918408	-0.0859122855987997
"Chr2L"	5336484	5399343	0.22872536494853	-0.071448633602024
"Chr2L"	5399346	5455774	0.19296558530831	0.0228197251092481
"Chr2L"	5455807	5518264	0.186094633141889	0.0624658168957339
"Chr2L"	5518268	5591873	0.198017523635304	0.0329194976854131
"Chr2L"	5591874	5652461	0.18901846323119	0.0352134512233735
"Chr2L"	5652465	5713520	0.0369420910979322	-0.0229572764341862
"Chr2L"	5713555	5781829	0.0985239129032691	0.0245072031303692
"Chr2L"	5781834	5849224	0.119443184000543	-0.0336778266860129
"Chr2L"	5849228	5907377	0.257355040269847	0.0102780801796652
"Chr2L"	5907378	5983670	0.219963517726841	0.011780206548031
"Chr2L"	5983673	6065514	0.201321892756383	0.0191313999131276
"Chr2L"	6065526	6130006	0.294291513005985	0.0343910080246958
"Chr2L"	6130008	6197407	0.214419952614921	0.0247108760117325
"Chr2L"	6197408	6255256	0.250106347186618	0.00850947115177674
"Chr2L"	6255260	6314793	0.245641403621282	-0.0210539198112311
"Chr2L"	6314795	6390035	0.165965065871457	-0.0897584518070889
"Chr2L"	6390040	6474916	0.21706192432849	-0.0446106170807393
"Chr2L"	6474921	6546108	0.13712474361712	0.0434024045269722
"Chr2L"	6546112	6611852	0.153247859285637	-0.00206516886902327
"Chr2L"	6611856	6709928	0.232447097192527	0.0820706852885847
"Chr2L"	6709929	6783134	0.24781049379597	0.00957912730668543
"Chr2L"	6783145	6848682	0.196802680742968	-0.0468415196908011
"Chr2L"	6848685	6935365	0.256672799328677	1.80652668797279e-05
"Chr2L"	6935370	7019554	0.114739605175999	-0.0262109495513394
"Chr2L"	7019562	7090500	0.141643256406354	-0.0554876538981218
"Chr2L"	7090502	7144899	0.17037219447735	-0.103473418331002
"Chr2L"	7144903	7203028	0.191171745578717	-0.0510450895961372
"Chr2L"	7203034	7270445	0.236529217461143	0.0800702362039374
"Chr2L"	7270447	7350787	0.238940606598303	-0.0440037895360225
"Chr2L"	7350790	7418771	0.221671623610961	-0.100383444994164
"Chr2L"	7418789	7489385	0.241755589017827	-0.149165167382615
"Chr2L"	7489386	7552451	0.246733191842694	-0.0554332284293876
"Chr2L"	7552455	7611915	0.315490832995247	-0.0147294304662191
"Chr2L"	7611919	7671107	0.190951334510331	-0.00806490199689753
"Chr2L"	7671111	7747939	-0.0259711837628564	-0.0633750242869763
"Chr2L"	7747945	7814837	0.0380792400861922	-0.091684918215532
"Chr2L"	7814850	7890924	0.241248031674019	0.0125162513200638
"Chr2L"	7890925	7954482	0.292122460933226	0.0789632247587203
"Chr2L"	7954483	8035662	0.133764904671708	-0.0907329082039639
"Chr2L"	8035670	8127193	0.114391537474616	-0.0773355920206923
"Chr2L"	8127195	8197624	0.145575379510978	-0.0499019063977733
"Chr2L"	8197635	8268494	0.118902727105383	-0.03287186136378
"Chr2L"	8268496	8334952	0.152411227134316	-0.0768100353282741
"Chr2L"	8334955	8420312	0.0529275563051144	-0.0686328737449949
"Chr2L"	8420316	8507929	0.0462182732702343	0.03894554436788
"Chr2L"	8507933	8580003	0.137638092769211	-0.0288729672017273
"Chr2L"	8580008	8644687	-0.0128657381403193	-0.0119560905328134
"Chr2L"	8644693	8713920	0.0563962208765727	-0.00924331448010194
"Chr2L"	8713934	8783638	0.118858947363522	0.0669657962716909
"Chr2L"	8783639	8847254	0.052510090393235	2.00925149136412e-05
"Chr2L"	8847255	8910619	0.0243495792891107	-0.0450154451725424
"Chr2L"	8910622	8988283	-0.0325473152597086	-0.0458126974362167
"Chr2L"	8988288	9057507	-0.0304894843705108	-0.0486570395004221
"Chr2L"	9057516	9113939	0.0832098002203712	0.0531873670415568
"Chr2L"	9113942	9168719	0.14833895465224	0.13971761295095
"Chr2L"	9168733	9232323	0.122744758003042	0.140999198169522
"Chr2L"	9232334	9293971	0.0450405218426602	0.0697985075034944
"Chr2L"	9293973	9353639	0.0131329722172196	-0.113958576879421
"Chr2L"	9353642	9414374	0.131992346989651	0.129198495492962
"Chr2L"	9414375	9475016	0.0293926743600125	0.100769859896552
"Chr2L"	9475025	9546773	0.174437494110392	0.145240204001921
"Chr2L"	9546774	9612948	0.187420995414222	0.156136719059204
"Chr2L"	9612953	9676134	0.102946946029836	0.140511155683193
"Chr2L"	9676136	9744236	0.121355994201433	0.158062325829845
"Chr2L"	9744239	9817095	0.0917272481072144	0.154132613932237
"Chr2L"	9817106	9875201	0.14040206195735	0.122518073165839
"Chr2L"	9875203	9951903	0.141792400194766	0.0957301043282995
"Chr2L"	9951916	10029342	0.152916761918403	0.107927644360157
"Chr2L"	10029363	10089500	0.137491446932516	0.135767089144674
"Chr2L"	10089517	10154227	0.0985116791780732	0.187836307932022
"Chr2L"	10154228	10231749	0.103922670601687	0.111110995757333
"Chr2L"	10231756	10315391	0.206789761898168	0.160033821707139
"Chr2L"	10315398	10396430	0.19979497805868	0.16019746983685
"Chr2L"	10396432	10473310	0.199062772097833	0.126039525683437
"Chr2L"	10473318	10534291	0.169005729582526	0.168494439245049
"Chr2L"	10534299	10589009	0.245003563662035	0.244567554614506
"Chr2L"	10589010	10658424	0.163658825289485	0.239106370044253
"Chr2L"	10658427	10718119	-0.0211912806397704	0.183779618521864
"Chr2L"	10718122	10787553	0.0893813605183793	0.170752939167579
"Chr2L"	10787554	10852823	0.0895136615329025	0.153821333285379
"Chr2L"	10852831	10922419	0.0802220456163653	0.146969765995724
"Chr2L"	10922429	11007151	0.138238672419943	0.129440767223262
"Chr2L"	11007153	11080682	-0.0328755511450884	0.0965425310937744
"Chr2L"	11080686	11162120	0.0219598473379331	0.176667040086575
"Chr2L"	11162124	11232028	0.0734413716252983	0.201751407639847
"Chr2L"	11232034	11331146	-0.146654485589998	0.060479046984276
"Chr2L"	11331155	11397564	0.089423974064785	0.198468946840232
"Chr2L"	11397576	11468460	0.144960385641397	0.232099561375158
"Chr2L"	11468470	11533646	0.0771953565854053	0.294271533759036
"Chr2L"	11533651	11608208	-0.040901492040166	0.232314487309724
"Chr2L"	11608214	11670591	-0.153542770527161	0.129744519701296
"Chr2L"	11670601	11736578	-0.175884652793262	0.159675776019284
"Chr2L"	11736585	11808434	-0.126790560747005	0.0810719220524224
"Chr2L"	11808443	11871048	-0.00425109338846595	0.195071216293309
"Chr2L"	11871049	11930941	-0.0600176586598494	0.132834317873772
"Chr2L"	11930944	12011169	-0.0395513775810148	0.143430395302386
"Chr2L"	12011176	12098906	0.0214121169238047	0.152587458441555
"Chr2L"	12098909	12163390	0.11782601349063	0.246208581687301
"Chr2L"	12163391	12229653	0.0541232668232813	0.19354076833418
"Chr2L"	12229654	12285238	-0.00600838342891485	0.194251923871988
"Chr2L"	12285242	12344252	0.0551828669003432	0.225274921529792
"Chr2L"	12344255	12408661	0.0566153603891996	0.214125020201244
"Chr2L"	12408675	12478460	-0.00683328874669336	0.160399718744048
"Chr2L"	12478462	12537604	0.00424757666242271	0.211555527156515
"Chr2L"	12537606	12607603	0.0246594445352564	0.201490039853058
"Chr2L"	12607611	12671109	0.0542269101969999	0.237587162111928
"Chr2L"	12671110	12752222	-0.0938228573380843	0.154443276767486
"Chr2L"	12752228	12828416	-0.171425162863443	0.0807939817062235
"Chr2L"	12828419	12892765	-0.114931268180909	0.124151080143087
"Chr2L"	12892766	12973218	-0.181573682532202	0.066218913665237
"Chr2L"	12973224	13052386	-0.114149727084073	0.0895275599361323
"Chr2L"	13052407	13114928	-0.111962441960481	0.158880052882262
"Chr2L"	13114937	13190587	-0.0741116419613526	0.169077321022494
"Chr2L"	13190595	13272817	-0.0675826147309057	0.16292459495334
"Chr2L"	13272818	13343324	-0.133831793604651	0.099159475959761
"Chr2L"	13343328	13434371	-0.155953735775251	0.0652564813379834
"Chr2L"	13434399	13515618	-0.130712506943421	0.122620445210472
"Chr2L"	13515621	13594990	-0.21314940952942	0.00974553142985479
"Chr2L"	13594996	13676337	-0.133611291308646	0.0807494155454799
"Chr2L"	13676338	13740720	-0.108586476797392	0.137579990915426
"Chr2L"	13740723	13820399	-0.213966870383503	0.0769771418602108
"Chr2L"	13820402	13900846	-0.0841162854174166	0.125737652260533
"Chr2L"	13900879	13965990	-0.0810159953017309	0.1332223057299
"Chr2L"	13965993	14030924	-0.10139790280724	0.157550374807019
"Chr2L"	14030925	14098982	-0.229246091287262	0.0403094476776647
"Chr2L"	14098983	14180218	-0.220299394249953	-0.0249104868324988
"Chr2L"	14180221	14248332	-0.139592700764323	0.137763101870491
"Chr2L"	14248346	14308759	-0.0577760200294488	0.268274524016651
"Chr2L"	14308761	14376168	-0.149269601819962	0.160922034334014
"Chr2L"	14376182	14443052	-0.195875111419119	0.156612366936883
"Chr2L"	14443053	14512503	-0.208889510774417	0.0557024112040608
"Chr2L"	14512515	14583545	-0.286857251650666	0.0674094833510056
"Chr2L"	14583557	14666585	-0.221282212509508	0.126881129971257
"Chr2L"	14666600	14743277	-0.269952331381288	0.107537534115635
"Chr2L"	14743284	14814360	-0.290060260583596	0.0979846015269953
"Chr2L"	14814361	14883993	-0.26642081453416	0.0913448624253608
"Chr2L"	14883995	14957101	-0.31040257481161	-0.0198407100443842
"Chr2L"	14957105	15031609	-0.10977164838547	0.136209025189032
"Chr2L"	15031611	15111449	-0.11706293257636	0.176537221002566
"Chr2L"	15111453	15185129	-0.21888958006202	0.0803826214940168
"Chr2L"	15185137	15256608	-0.279589258403453	0.0418987066360646
"Chr2L"	15256609	15328775	-0.16048531044563	0.10207758860788
"Chr2L"	15328778	15397243	-0.142822139922204	0.154196712810077
"Chr2L"	15397246	15473993	-0.198716214190529	0.118589412324737
"Chr2L"	15473996	15544067	-0.254918050969603	0.0474281332768794
"Chr2L"	15544073	15630007	-0.284905576575215	0.0566113508038946
"Chr2L"	15630022	15779537	-0.264528475092995	0.0879804337752538
