"chrom"	"start"	"end"	"MDS1"	"MDS2"
"Chr2R"	1221599	1381261	-0.145722085279325	0.0408794861955497
"Chr2R"	1381280	1582253	-0.0743808760913356	0.0372455280838889
"Chr2R"	1582256	1728012	-0.268788748404744	-0.0562306266734167
"Chr2R"	1728029	1898287	-0.249902287309088	-0.0655827112438905
"Chr2R"	1898289	2059282	-0.263996824096811	-0.070258588995948
"Chr2R"	2059294	2335795	-0.179727827721091	0.00895914386545923
"Chr2R"	2482902	2648414	-0.231890842159153	-0.0903022345850037
"Chr2R"	2648425	2778906	-0.229412461206552	-0.0712789285576197
"Chr2R"	2778914	2920900	-0.251937860842776	-0.105879154861272
"Chr2R"	2920912	3038164	-0.221096624214184	-0.114178783726105
"Chr2R"	3038222	3193025	-0.222093686049713	-0.105425342572143
"Chr2R"	3193046	3309360	-0.137126075302217	-0.0534019509681802
"Chr2R"	3309378	3463458	-0.180431690128302	-0.0658391376530276
"Chr2R"	3463479	3589682	-0.195904205504164	-0.0422700393979256
"Chr2R"	3589699	3726352	-0.163444642942362	-0.0957461238857995
"Chr2R"	3726353	3845745	-0.160976315385929	-0.0365733052502861
"Chr2R"	3845746	3980737	-0.190657741108995	-0.00975691206129944
"Chr2R"	3980743	4103793	-0.237135951924173	-0.0479867669411102
"Chr2R"	4103798	4201884	-0.246767356675252	-0.028829246027642
"Chr2R"	4201890	4313842	-0.249215114688011	-0.0471007700208478
"Chr2R"	4313845	4422536	-0.275383387816836	-0.031511218438502
"Chr2R"	4422540	4521222	-0.23929681590468	-0.0227860307065225
"Chr2R"	4521233	4634095	-0.289909594511202	-0.0649554184091344
"Chr2R"	4634120	4753250	-0.236946060224096	-0.0433994061369459
"Chr2R"	4753251	4902570	-0.233853418496943	-0.0786509857986164
"Chr2R"	4902575	5025398	-0.198000058971421	-0.0672524299195102
"Chr2R"	5025401	5141441	-0.244465034889164	-0.0725514498548696
"Chr2R"	5141442	5254389	-0.244841541062835	-0.0802019920712845
"Chr2R"	5254397	5345080	-0.307793020448535	-0.101950964518655
"Chr2R"	5345084	5466609	-0.215128551125791	-0.0789736439043995
"Chr2R"	5466625	5579330	-0.211286381774075	-0.0667155623877899
"Chr2R"	5579339	5685805	-0.232402796123213	-0.0176513385509147
"Chr2R"	5685807	5849823	-0.206922820431529	-0.015322740549985
"Chr2R"	5849827	5969529	-0.182587833220403	-0.0322076552901696
"Chr2R"	5969542	6080781	-0.197124158276063	0.0097742344378757
"Chr2R"	6080783	6162123	-0.118698401555963	0.0190355302157523
"Chr2R"	6162126	6250668	-0.126730360870339	-0.0375017207868379
"Chr2R"	6250676	6322946	-0.202305174293211	-0.0344037653528019
"Chr2R"	6322949	6421058	-0.157723624134328	-0.0135235955536532
"Chr2R"	6421062	6507306	-0.165684020731989	-0.005516259353654
"Chr2R"	6507313	6602048	-0.101177703845571	-0.068792414470704
"Chr2R"	6602051	6676249	-0.14147010111322	-0.0758978891459143
"Chr2R"	6676250	6753054	-0.159109538495068	-0.05524842525036
"Chr2R"	6753055	6833271	-0.121161428197438	-0.019877098762827
"Chr2R"	6833283	6926682	-0.104441662749555	0.0409149802426816
"Chr2R"	6926690	6998998	-0.129276767324731	0.0324526523466003
"Chr2R"	6999021	7071254	-0.172951574757156	-0.0250884902258063
"Chr2R"	7071270	7147828	-0.165330541325005	0.00325336568204591
"Chr2R"	7147838	7255980	-0.138289702880798	0.00459710623719533
"Chr2R"	7255981	7331877	-0.0523857423042322	0.020789983296337
"Chr2R"	7331879	7416945	-0.0875975105325356	0.034953793784381
"Chr2R"	7416946	7496497	0.00297936543818265	0.0556502219943586
"Chr2R"	7496500	7576159	-0.00156894687395637	0.00225124519890578
"Chr2R"	7576160	7653770	0.00684986884554864	-0.01166240482777
"Chr2R"	7653774	7737070	-0.0112608587604139	0.00671114359893561
"Chr2R"	7737073	7832744	-0.0464051330290164	0.000917385679676075
"Chr2R"	7832752	7925964	-0.120196828793182	0.0412217997505115
"Chr2R"	7925982	8009740	-0.135104650619881	0.0636575442601082
"Chr2R"	8009749	8114834	-0.231464663931559	0.0273259954476088
"Chr2R"	8114837	8188710	-0.168675063618548	0.0642388128835598
