"chrom"	"start"	"end"	"MDS1"	"MDS2"
"Chr3R"	49911	105260	0.0315926395325197	-0.135386847427622
"Chr3R"	105284	149239	0.100363076599214	-0.202602005623215
"Chr3R"	149244	201574	0.0467164046309051	-0.180310296290171
"Chr3R"	201683	247528	0.042687315875103	-0.189106632712467
"Chr3R"	247532	288270	0.069701364042647	-0.176459689011095
"Chr3R"	288291	325519	0.0965044955765543	-0.196003210012789
"Chr3R"	325551	350065	0.0905667810674321	-0.189149500114081
"Chr3R"	378318	405193	0.151803185341826	-0.189759471351122
"Chr3R"	405194	433641	0.215614597896682	-0.20026558929494
"Chr3R"	433644	463484	0.241939659967599	-0.234247308073819
"Chr3R"	463495	497289	0.184262500891565	-0.184184775134712
"Chr3R"	497325	524762	0.208197524496886	-0.203695091883625
"Chr3R"	524764	555402	0.022121343050392	-0.125167865480096
"Chr3R"	555413	590844	0.13793751446255	-0.193609596953805
"Chr3R"	590845	628829	0.0524887486790799	-0.132928978925167
"Chr3R"	628907	659537	0.134400176549097	-0.133726089750848
"Chr3R"	659542	688102	0.192168729020742	-0.182777542635097
"Chr3R"	688139	725256	0.16417297640742	-0.179524664642859
"Chr3R"	725312	755069	0.145055930361933	-0.211307839417011
"Chr3R"	755076	784526	0.169469421184621	-0.185406757763269
"Chr3R"	784560	807014	0.182583098878083	-0.217451780947833
"Chr3R"	807028	835544	0.102099429495058	-0.200424061303694
"Chr3R"	835558	857573	0.137842147862842	-0.196552365561207
"Chr3R"	857595	886975	0.159564363814107	-0.195599371422483
"Chr3R"	886978	915815	0.142192879826033	-0.196758154835853
"Chr3R"	915841	937614	0.189953633399787	-0.217733090711595
"Chr3R"	937632	958881	0.221611545133283	-0.219693298825026
"Chr3R"	958894	981133	0.214618433265829	-0.20517652871784
"Chr3R"	981135	1003952	-0.0363818229596232	-0.106864187209229
"Chr3R"	1003974	1027060	-0.00188093899417499	-0.129027815770918
"Chr3R"	1027061	1050237	-0.0207644946197268	-0.129132060482819
"Chr3R"	1050257	1078386	0.1313129042872	-0.194795104072398
"Chr3R"	1078405	1107239	0.12045798154903	-0.145841417240171
"Chr3R"	1107277	1132558	0.141210164502044	-0.179496637208469
"Chr3R"	1132560	1153332	0.176890334569726	-0.202093068136464
"Chr3R"	1153343	1178040	0.164932432577452	-0.195450812154726
"Chr3R"	1178059	1202310	0.0669797357734516	-0.205020729051164
"Chr3R"	1202321	1230846	0.125217798473672	-0.220568710665498
"Chr3R"	1230879	1251608	0.143495247289918	-0.241623745879557
"Chr3R"	1251610	1271657	0.163429109239083	-0.246624971720426
"Chr3R"	1271708	1305822	0.126741920476903	-0.218819499491812
"Chr3R"	1305855	1333295	0.140620106963974	-0.244381624577821
"Chr3R"	1333329	1364091	0.112679478989338	-0.228461438331461
"Chr3R"	1364124	1395212	0.101880197450146	-0.211619063089082
"Chr3R"	1395229	1432729	0.0811608590421772	-0.210202292826909
"Chr3R"	1432746	1462963	0.0939372346555366	-0.209647961053617
"Chr3R"	1463000	1497202	0.0252381057846794	-0.179174095440674
"Chr3R"	1497250	1522516	-0.0345218618667881	-0.146178106027782
"Chr3R"	1522533	1547732	0.119197227920545	-0.230128853321288
"Chr3R"	1547738	1582500	-0.000181557364490901	-0.1704948220429
"Chr3R"	1582553	1603374	-0.0371903987522958	-0.141910167109718
"Chr3R"	1603394	1631160	0.0206733872289766	-0.156589382068589
"Chr3R"	1631175	1657658	0.0191519659453348	-0.16311357646012
"Chr3R"	1657674	1684642	0.0610526654366087	-0.194204674673478
"Chr3R"	1684676	1706558	0.107809749938201	-0.216472305289342
"Chr3R"	1706586	1729104	0.196706235904513	-0.208874755734329
"Chr3R"	1729105	1749649	0.156888375161321	-0.217161074645224
"Chr3R"	1749738	1770061	0.0964140072251361	-0.217154955685762
"Chr3R"	1770067	1790840	0.098200115952774	-0.203163308778725
"Chr3R"	1790875	1813128	0.0651280786457607	-0.188249069666686
"Chr3R"	1813184	1836301	0.0446308145468934	-0.172045940067458
"Chr3R"	1836324	1866895	0.119097034942948	-0.214259566694126
"Chr3R"	1866919	1888823	0.144177646022591	-0.225813467360225
"Chr3R"	1888878	1908634	0.0345168134265408	-0.137028629927164
"Chr3R"	1908636	1930179	0.0657297555604963	-0.153721018370067
"Chr3R"	1930180	1953033	-0.0232576999195142	-0.112691235332146
"Chr3R"	1953040	1973713	0.04023712321267	-0.153103295365813
"Chr3R"	1973762	2011975	0.0376159998674121	-0.142833458927968
"Chr3R"	2012014	2034307	-0.0563256648187347	-0.102686385174581
"Chr3R"	2034308	2056867	-0.044179304138241	-0.0855861651268003
"Chr3R"	2056876	2079810	-0.00264837206965193	-0.106352802182427
"Chr3R"	2079831	2101349	0.0269016651903795	-0.145928858563583
"Chr3R"	2101361	2123190	0.0208362857451288	-0.135505765846561
"Chr3R"	2123268	2142835	-0.0445693822593413	-0.0841458911666484
"Chr3R"	2142894	2173264	-0.00820599879144118	-0.123984650849452
"Chr3R"	2173286	2201461	0.0501888248544836	-0.178290531315479
"Chr3R"	2201467	2225385	0.0134294268697132	-0.117034363986889
"Chr3R"	2225386	2246407	0.0725605645087467	-0.206971523258585
"Chr3R"	2246430	2269050	0.0574259705979716	-0.170247524650613
"Chr3R"	2269056	2291935	0.0375215068462116	-0.159456851490774
"Chr3R"	2291936	2312254	0.192262369190885	-0.18217207820547
"Chr3R"	2312261	2332849	0.0887578904312954	-0.176641517462817
"Chr3R"	2332855	2356423	0.167028994983566	-0.156025442811472
"Chr3R"	2356435	2374680	0.0764044868146029	-0.119901078421434
"Chr3R"	2374693	2394518	0.0339689140486345	-0.0909865301964103
"Chr3R"	2394521	2413152	-0.0230984464975585	-0.1408631636398
"Chr3R"	2413177	2431759	0.115956734437761	-0.187189050285818
"Chr3R"	2431764	2449657	0.0611807323036537	-0.129572702435462
"Chr3R"	2449660	2468743	0.157613464877851	-0.142972297357781
"Chr3R"	2468747	2490215	0.140520251536184	-0.130070313507727
"Chr3R"	2490221	2509340	0.0851622995677125	-0.123527277666921
"Chr3R"	2509343	2526039	0.00197925148348715	-0.103964010026968
"Chr3R"	2526054	2543054	0.0386186089620994	-0.0416016288539797
"Chr3R"	2543103	2560631	-0.0456099833062056	-0.0103483121160544
"Chr3R"	2560667	2580718	0.0141532219674665	-0.102228365894184
"Chr3R"	2580719	2598951	0.0846256179553763	-0.11721952228571
"Chr3R"	2598952	2616530	0.0418063206019315	-0.129425251191883
"Chr3R"	2616535	2634925	0.113781019888867	-0.139821463207214
"Chr3R"	2634946	2654853	0.0879029374428574	-0.108790513168361
