"chrom"	"start"	"end"	"MDS1"	"MDS2"
"Chr3R"	3176	405193	0.133712910078837	-0.0221921352365827
"Chr3R"	405194	725256	0.239650675413859	-0.0232022101673718
"Chr3R"	725312	981133	0.291839664587985	-0.0445260467523249
"Chr3R"	981135	1230846	0.238356381543663	-0.0431590741971764
"Chr3R"	1230879	1522516	0.165983131382031	-0.00439588293263893
"Chr3R"	1522533	1770061	0.193844793892569	-0.0357266475766999
"Chr3R"	1770067	2011975	0.166559494931741	-0.038660785747082
"Chr3R"	2012014	2246407	0.133781070960693	-0.0386995092302107
"Chr3R"	2246430	2449657	0.165537871997765	0.016928541689691
"Chr3R"	2449660	2634925	0.0697576469962468	-0.019645438589342
"Chr3R"	2634946	2810489	0.158802580081144	-0.0370653459099807
"Chr3R"	2810531	3006991	0.233133546356108	-0.034974915438634
"Chr3R"	3007021	3201653	0.25109972335305	-0.0467314793437173
"Chr3R"	3201661	3361958	0.254559213987118	-0.0405760826957766
"Chr3R"	3361962	3506073	0.178597682242496	-0.0516336245546403
"Chr3R"	3506094	3697758	0.287267429829139	-0.0427143393402881
"Chr3R"	3697769	3882570	0.291194549388923	-0.0607925157193552
"Chr3R"	3882586	4049016	0.261338678770211	-0.0462909605594638
"Chr3R"	4049033	4227574	0.292814068602976	-0.0372107322880834
"Chr3R"	4227595	4367328	0.229525396302054	-0.00402265654353107
"Chr3R"	4367339	4543803	0.283061943785369	-0.00570832731553722
"Chr3R"	4543805	4701667	0.182912388412462	0.0422979508092701
"Chr3R"	4701668	4860686	0.238419887136879	0.0151818589789799
"Chr3R"	4860702	4989929	0.331245518254337	0.00132026704740214
"Chr3R"	4989933	5112198	0.321162328229101	0.00802583952402804
"Chr3R"	5112207	5235418	0.41269859267199	0.00392562636805863
"Chr3R"	5235457	5395094	0.385662357090164	-0.0410312661581293
"Chr3R"	5395098	5562938	0.415130349423436	-0.0211513837910595
"Chr3R"	5562977	5719531	0.388377211096816	-0.0220575265028059
"Chr3R"	5719534	5843349	0.369285542774797	-0.0271154030623056
"Chr3R"	5843352	5969524	0.276936767582624	-0.0354230870654844
"Chr3R"	5969542	6099251	0.29482421795141	-0.0457719973745931
"Chr3R"	6099252	6264177	0.323038400685643	-0.0400836164420484
"Chr3R"	6264183	6373174	0.275308873620326	-0.0284929944439879
"Chr3R"	6373181	6484114	0.379769604773809	-0.0320405547130802
"Chr3R"	6484115	6578723	0.437141084570055	-0.0165480284133054
"Chr3R"	6578724	6716636	0.3898115887767	-0.0181253201683532
"Chr3R"	6716643	6817926	0.360657700136778	-0.0385834927455838
"Chr3R"	6817933	6909951	0.329893189982585	-0.0366905527989436
"Chr3R"	6909972	7004383	0.27234347234492	-0.0143253353662803
"Chr3R"	7004391	7113674	0.334830349614749	-0.0425805414834538
"Chr3R"	7113679	7228499	0.298962784869222	0.00416032013283272
"Chr3R"	7228506	7346733	0.293710616732756	-0.00903779631311239
"Chr3R"	7346736	7461885	0.319555954353232	-0.0480122714825066
"Chr3R"	7461903	7565145	0.354665147315157	-0.0444077365552951
"Chr3R"	7565154	7686463	0.368382494679735	-0.0572709008664362
"Chr3R"	7686477	7784258	0.37916521108367	-0.0526068029550852
"Chr3R"	7784271	7890649	0.351163812601985	-0.0291594189926276
"Chr3R"	7890657	7975084	0.370576979395633	-0.0235667873306115
"Chr3R"	7975087	8070452	0.361243018316883	-0.0485322294074583
"Chr3R"	8070456	8158432	0.301674856911169	-0.000774114125170027
"Chr3R"	8260162	8402822	0.331130823992116	0.0162114355269684
"Chr3R"	8402823	8482812	0.339688773954914	-0.00796101677627323
"Chr3R"	8482817	8577450	0.315170688424746	-0.0172417632943586
"Chr3R"	8577459	8658540	0.324974471718291	0.0103868624970415
"Chr3R"	8658578	8738801	0.265933400681039	0.0316731310631047
"Chr3R"	8738803	8842651	0.289290919960633	0.0104374270255145
"Chr3R"	8842659	8934824	0.287129115398032	-0.00565190450718414
"Chr3R"	8934827	9025916	0.287432242902474	0.00673388316305034
"Chr3R"	9025923	9112571	0.319109711724596	-0.0123563709591358
"Chr3R"	9112576	9201014	0.291782702419972	-0.00234168865537548
"Chr3R"	9201024	9281675	0.269435002138394	0.0560949480826991
"Chr3R"	9281683	9359588	0.256200823565521	0.0612200457943619
"Chr3R"	9359601	9432588	0.242762204822994	0.0570299483437635
"Chr3R"	9432592	9530883	0.215899192413828	0.0578341480516758
"Chr3R"	9530885	9610726	0.119497063318533	0.0839546900948346
"Chr3R"	9610728	9689010	0.0685170173118693	0.0651918416472459
"Chr3R"	9689011	9762590	0.0473967816924246	0.0652400785820979
"Chr3R"	9762597	9839561	-0.0455356278410753	0.196439189099733
"Chr3R"	9839590	9911167	0.0944410575918165	0.129444738362613
"Chr3R"	9911169	9990744	0.0801396524083814	0.0727147566664371
"Chr3R"	9990749	10080497	0.0583141264802147	0.0830539010429628
"Chr3R"	10080504	10165381	0.0580872201029628	0.142667528010831
"Chr3R"	10165393	10239352	-0.126043436067006	0.154523255286212
"Chr3R"	10239353	10312563	-0.109830217886796	0.138552164523548
"Chr3R"	10312575	10388921	-0.155205233355436	0.213116399725446
"Chr3R"	10388922	10464270	0.00825604369510384	0.177219465656135
"Chr3R"	10464271	10540570	-0.146714406762958	0.256032181008148
"Chr3R"	10540575	10612463	-0.172634376691209	0.247862786392221
"Chr3R"	10612485	10689147	-0.00372164009956624	0.222213070350631
"Chr3R"	10689150	10774308	0.069086507756421	0.135474685813364
"Chr3R"	10774313	10839252	0.062301364039792	0.135122292959541
"Chr3R"	10839264	10909815	-0.00746004874247837	0.17189317958674
"Chr3R"	10909816	10987852	-0.0186228615544311	0.201030081426095
"Chr3R"	10987854	11094231	-0.147295459092085	0.256818663768841
"Chr3R"	11094233	11195796	-0.0783603252116537	0.306442053156095
"Chr3R"	11195807	11284580	-0.132215124162397	0.291146711115317
"Chr3R"	11284582	11366949	0.0151013127102934	0.249221143140447
"Chr3R"	11366952	11458203	0.0867814155479719	0.195637627224754
"Chr3R"	11458205	11532538	-0.129884689671931	0.212767285548746
"Chr3R"	11532541	11612688	0.0442056876258492	0.183278913796244
"Chr3R"	11612693	11707855	-0.0723731631576985	0.237485646086778
"Chr3R"	11707897	11803708	0.0704416132003701	0.200285516602035
"Chr3R"	11803711	11904289	0.0581893320959771	0.228015134645521
"Chr3R"	11904291	11995539	0.0372716831813202	0.205855153917981
"Chr3R"	11995548	12076812	-0.0736456951705607	0.252346552655625
"Chr3R"	12076822	12177031	0.0592923315781968	0.214804593946307
"Chr3R"	12177033	12259133	0.0783672914328664	0.216830080610991
"Chr3R"	12259197	12354742	0.081566444056262	0.198860798797334
"Chr3R"	12354744	12443896	0.104650900340767	0.155809096556762
"Chr3R"	12443898	12537261	-0.00880906720890195	0.163939487533622
"Chr3R"	12537266	12618558	0.0486456238481143	0.081475076641019
"Chr3R"	12618559	12694155	0.0515663924902172	0.0631653272738806
"Chr3R"	12694156	12767000	0.0417076346941169	0.0716111181214816
"Chr3R"	12767017	12853922	-0.0478871413089433	0.143257473756892
"Chr3R"	12853924	12944023	0.0760180532913064	0.148548642889966
"Chr3R"	12944024	13019331	-0.0158220538086054	0.202495907780093
"Chr3R"	13019332	13087730	0.0638527266914456	0.120113364379991
"Chr3R"	13087757	13160025	0.0939030961919024	0.0901438491842615
"Chr3R"	13160036	13238585	0.111896113001178	0.0821743956291898
"Chr3R"	13238586	13310705	0.108093191028876	0.101826976297235
"Chr3R"	13310720	13393922	0.09557768452137	0.146862332690046
"Chr3R"	13393925	13468025	0.0218487387354504	0.132160328711191
"Chr3R"	13468027	13551274	0.0206378122272007	0.156540912721157
"Chr3R"	13551276	13626214	-0.0475788157995708	0.238816443535131
"Chr3R"	13626221	13688964	-0.0305068821148284	0.189259845533542
"Chr3R"	13688974	13763715	-0.0662395419210441	0.181785086673479
"Chr3R"	13763725	13831136	-0.180322477901153	0.240716613760393
"Chr3R"	13831150	13912913	-0.118213551541237	0.244714592610599
"Chr3R"	13912947	13986671	-0.155770429866396	0.227131462977785
"Chr3R"	13986679	14073213	-0.180651779023586	0.21025946542631
"Chr3R"	14073220	14152591	-0.170003631282375	0.216423151235736
"Chr3R"	14152614	14231254	-0.204044643874591	0.280982566091603
"Chr3R"	14231259	14313505	-0.171124790084826	0.217301045815632
"Chr3R"	14313523	14389334	-0.156912433047478	0.210108073272807
"Chr3R"	14389335	14468762	-0.166544324850763	0.240430224216763
"Chr3R"	14468770	14562769	-0.16655894365871	0.212217089244813
"Chr3R"	14562770	14640828	-0.080828282302494	0.171052120690399
"Chr3R"	14640829	14700181	-0.157961372930077	0.234900976549446
"Chr3R"	14700183	14769008	-0.101823629461143	0.123250641397527
"Chr3R"	14769017	14840553	-0.19057898850531	0.201799672451494
"Chr3R"	14840558	14922196	-0.173536969022979	0.236383936692298
"Chr3R"	14922202	14993121	-0.207448884187818	0.258112024209731
